customer_id,frequency,recency,T,monetary_value
13323,4.0,12.0,12.0,166.8875
13324,10.0,75.0,80.0,1016.3309999999999
13327,18.0,98.0,103.0,456.6844444444444
13329,5.0,101.0,105.0,894.824
13330,5.0,80.0,93.0,433.52200000000005
13333,2.0,35.0,94.0,426.78000000000003
13334,4.0,81.0,93.0,1256.3700000000001
13338,3.0,78.0,100.0,562.84
13340,8.0,87.0,93.0,2006.8775
13344,1.0,30.0,39.0,855.54
13346,4.0,19.0,85.0,63.375
13350,1.0,9.0,11.0,332.55
13357,3.0,52.0,89.0,754.9133333333333
13359,1.0,48.0,57.0,439.56
13360,3.0,39.0,100.0,283.7
13361,1.0,21.0,88.0,633.25
13362,6.0,60.0,61.0,764.2683333333334
13363,2.0,56.0,58.0,496.25
13365,1.0,26.0,31.0,1524.77
13368,3.0,24.0,60.0,219.6
13371,1.0,18.0,90.0,1108.65
13373,5.0,97.0,105.0,1367.7540000000001
13374,1.0,5.0,64.0,123.2
13375,1.0,51.0,63.0,778.65
13376,2.0,19.0,33.0,321.88
13377,1.0,36.0,92.0,737.56
13379,2.0,15.0,19.0,218.135
13381,11.0,101.0,105.0,746.0881818181817
13382,4.0,64.0,104.0,283.135
13384,9.0,67.0,71.0,633.7355555555555
13386,1.0,3.0,62.0,521.76
13388,1.0,67.0,86.0,677.1
13389,2.0,32.0,33.0,270.03499999999997
13393,3.0,21.0,104.0,374.1766666666667
13394,18.0,105.0,105.0,350.9538888888889
13395,2.0,34.0,60.0,333.675
13396,1.0,41.0,45.0,973.72
13397,9.0,88.0,98.0,318.7633333333333
13398,1.0,37.0,64.0,457.34000000000003
13399,2.0,8.0,74.0,87.75
13402,3.0,62.0,80.0,312.0833333333333
13403,2.0,101.0,103.0,75.45
13404,1.0,30.0,30.0,34.68
13405,4.0,74.0,103.0,263.0875
13406,1.0,29.0,90.0,428.76
13407,2.0,12.0,94.0,430.34000000000003
13408,62.0,105.0,105.0,801.0345161290322
13410,8.0,101.0,104.0,265.105
13413,2.0,7.0,98.0,205.97500000000002
13414,5.0,67.0,86.0,454.85599999999994
13415,2.0,37.0,104.0,158.625
13416,2.0,99.0,105.0,356.25
13417,4.0,95.0,95.0,266.34749999999997
13418,23.0,103.0,104.0,467.3
13420,1.0,3.0,24.0,104.05
13421,5.0,89.0,95.0,647.1020000000001
13425,4.0,68.0,83.0,641.7675
13426,20.0,104.0,104.0,378.28900000000004
13427,5.0,100.0,103.0,182.106
13428,1.0,72.0,73.0,201.78
13429,3.0,10.0,11.0,225.4
13430,1.0,10.0,12.0,343.14
13431,6.0,85.0,94.0,503.79833333333335
13432,1.0,6.0,87.0,308.8
13433,3.0,28.0,99.0,187.70666666666668
13434,4.0,83.0,93.0,331.9200000000001
13435,8.0,70.0,71.0,515.4350000000001
13437,6.0,25.0,27.0,327.86
13439,2.0,39.0,75.0,351.16499999999996
13440,2.0,4.0,64.0,25.275
13441,1.0,48.0,61.0,296.64
13442,2.0,10.0,105.0,110.935
13443,4.0,33.0,97.0,259.90000000000003
13444,1.0,19.0,72.0,483.79
13446,10.0,34.0,95.0,334.07
13447,1.0,2.0,5.0,475.13
13448,10.0,103.0,105.0,746.787
13450,12.0,82.0,86.0,323.3666666666666
13451,10.0,86.0,90.0,622.258
13452,2.0,30.0,67.0,295.0
13453,2.0,34.0,57.0,178.49
13455,5.0,101.0,104.0,383.528
13456,5.0,27.0,29.0,311.812
13457,1.0,7.0,105.0,35.72
13458,15.0,54.0,55.0,709.1293333333334
13459,1.0,8.0,97.0,529.62
13460,1.0,3.0,7.0,75.98
13461,5.0,80.0,85.0,764.68
13462,4.0,67.0,103.0,245.5075
13464,4.0,80.0,88.0,699.5749999999999
13465,1.0,20.0,84.0,319.62
13466,3.0,64.0,90.0,250.34666666666666
13467,1.0,4.0,5.0,301.25
13468,63.0,105.0,105.0,198.08031746031745
13470,1.0,2.0,16.0,49.5
13471,3.0,7.0,7.0,520.0566666666667
13472,1.0,13.0,79.0,330.06
13473,6.0,95.0,103.0,378.17
13474,2.0,37.0,71.0,147.995
13475,3.0,15.0,42.0,371.5533333333333
13476,4.0,67.0,92.0,455.1675
13477,9.0,92.0,97.0,266.27444444444444
13478,3.0,30.0,97.0,609.8633333333333
13479,3.0,40.0,68.0,154.67
13480,1.0,38.0,97.0,133.88
13481,8.0,99.0,105.0,439.95500000000004
13482,1.0,56.0,89.0,184.64000000000001
13484,2.0,57.0,91.0,312.47
13485,8.0,72.0,105.0,356.24
13486,2.0,11.0,22.0,460.125
13487,4.0,97.0,105.0,185.73000000000002
13488,18.0,95.0,97.0,769.735
13489,3.0,27.0,42.0,124.08
13491,25.0,97.0,104.0,157.6104
13492,2.0,11.0,30.0,477.27
13493,1.0,2.0,41.0,359.28
13495,9.0,103.0,104.0,490.12777777777774
13496,1.0,50.0,51.0,152.32
13497,5.0,55.0,95.0,189.976
13499,4.0,36.0,38.0,250.22
13500,3.0,54.0,57.0,388.92333333333335
13501,2.0,40.0,81.0,1144.97
13502,4.0,76.0,78.0,118.15
13503,3.0,84.0,94.0,297.72333333333336
13505,3.0,23.0,33.0,927.98
13506,4.0,21.0,66.0,227.69
13507,3.0,21.0,21.0,412.26
13508,1.0,57.0,92.0,110.97
13509,6.0,71.0,72.0,160.78666666666666
13510,9.0,102.0,102.0,476.84333333333336
13512,3.0,46.0,83.0,186.6966666666667
13513,2.0,75.0,93.0,262.475
13514,3.0,87.0,97.0,156.53333333333333
13515,5.0,82.0,92.0,215.544
13516,3.0,56.0,59.0,463.1366666666667
13517,2.0,17.0,25.0,513.28
13519,1.0,52.0,63.0,122.75
13520,10.0,95.0,103.0,497.66
13521,1.0,1.0,1.0,364.54
13523,4.0,52.0,57.0,991.22
13524,4.0,25.0,31.0,130.245
13525,1.0,33.0,35.0,345.9
13527,9.0,93.0,98.0,420.73333333333335
13529,1.0,18.0,29.0,126.66000000000001
13531,4.0,76.0,105.0,280.3425
13533,1.0,12.0,38.0,124.15
13534,23.0,74.0,74.0,327.3052173913043
13536,5.0,11.0,11.0,597.844
13537,1.0,3.0,64.0,302.0
13538,11.0,90.0,96.0,225.39545454545453
13539,6.0,72.0,84.0,205.97833333333332
13540,1.0,26.0,93.0,263.14
13541,1.0,20.0,81.0,474.9
13542,16.0,50.0,104.0,236.34875
13543,1.0,8.0,98.0,851.16
13544,4.0,87.0,92.0,152.22
13545,1.0,22.0,78.0,246.75
13546,4.0,58.0,60.0,223.4575
13548,2.0,53.0,67.0,339.08
13549,7.0,52.0,55.0,131.17142857142858
13551,1.0,50.0,95.0,91.80000000000001
13552,13.0,85.0,94.0,478.15076923076924
13554,5.0,10.0,64.0,304.58
13555,8.0,88.0,98.0,1009.5699999999999
13556,1.0,1.0,62.0,93.6
13557,11.0,100.0,104.0,250.88727272727274
13558,3.0,9.0,10.0,133.94
13559,1.0,4.0,77.0,660.0
13561,9.0,62.0,93.0,178.2111111111111
13562,6.0,88.0,99.0,649.7966666666667
13563,1.0,8.0,20.0,466.65
13564,24.0,55.0,105.0,656.7108333333333
13565,2.0,56.0,59.0,120.11
13566,4.0,85.0,91.0,349.37
13567,2.0,16.0,77.0,332.425
13569,3.0,59.0,61.0,163.02666666666667
13571,25.0,102.0,104.0,177.0408
13573,4.0,84.0,91.0,205.66750000000002
13575,4.0,22.0,25.0,160.88
13576,27.0,103.0,104.0,402.732962962963
13577,8.0,100.0,103.0,386.235
13579,4.0,92.0,94.0,247.6975
13581,1.0,15.0,59.0,118.0
13582,1.0,33.0,88.0,164.18
13583,1.0,75.0,97.0,781.03
13584,2.0,52.0,96.0,192.2
13585,2.0,29.0,105.0,335.895
13587,2.0,86.0,95.0,552.6
13588,7.0,34.0,36.0,337.95
13589,5.0,103.0,105.0,170.318
13590,16.0,104.0,105.0,373.0475
13591,6.0,94.0,103.0,340.12333333333333
13592,3.0,33.0,38.0,57.080000000000005
13593,12.0,77.0,92.0,417.71166666666664
13594,1.0,62.0,69.0,396.97
13595,2.0,18.0,92.0,126.095
13596,1.0,1.0,2.0,285.44
13598,3.0,86.0,93.0,164.53
13599,20.0,105.0,105.0,458.47950000000003
13600,1.0,46.0,90.0,219.52
13601,3.0,72.0,78.0,325.8533333333333
13602,3.0,71.0,80.0,285.2633333333333
13605,1.0,26.0,81.0,352.78000000000003
13606,2.0,40.0,44.0,103.36500000000001
13607,1.0,51.0,57.0,675.51
13610,13.0,98.0,100.0,135.7623076923077
13611,9.0,92.0,105.0,328.8888888888889
13613,2.0,30.0,94.0,285.925
13614,5.0,76.0,79.0,405.868
13615,7.0,52.0,97.0,780.6257142857143
13616,1.0,18.0,99.0,105.85
13617,7.0,65.0,71.0,166.65
13619,1.0,18.0,96.0,124.7
13623,9.0,101.0,105.0,211.6577777777778
13626,1.0,18.0,54.0,257.23
13627,6.0,83.0,91.0,323.5833333333333
13629,18.0,92.0,95.0,706.1588888888889
13630,6.0,40.0,41.0,288.7733333333333
13631,5.0,24.0,38.0,598.0840000000001
13632,7.0,84.0,87.0,468.51714285714286
13634,13.0,95.0,100.0,361.38153846153847
13635,3.0,96.0,105.0,872.2633333333333
13636,4.0,36.0,41.0,198.655
13637,2.0,25.0,32.0,193.95
13639,1.0,52.0,62.0,1033.34
13641,2.0,14.0,105.0,359.135
13642,1.0,31.0,62.0,312.28
13643,9.0,100.0,104.0,204.99666666666667
13644,3.0,13.0,15.0,591.0566666666667
13647,6.0,85.0,86.0,454.3633333333334
13648,5.0,48.0,105.0,299.196
13649,5.0,39.0,75.0,228.654
13650,8.0,95.0,97.0,347.85875
13651,1.0,49.0,54.0,79.19999999999999
13652,4.0,87.0,93.0,467.02250000000004
13654,9.0,99.0,105.0,683.1133333333333
13655,4.0,68.0,84.0,424.9825
13656,3.0,62.0,85.0,251.23333333333335
13657,1.0,28.0,29.0,229.8
13658,6.0,95.0,96.0,840.54
13659,10.0,65.0,94.0,446.36499999999995
13662,6.0,82.0,94.0,322.19
13663,3.0,67.0,92.0,500.6866666666667
13665,2.0,17.0,72.0,539.425
13666,3.0,97.0,105.0,35.85
13668,34.0,104.0,104.0,362.7405882352941
13669,2.0,51.0,58.0,109.27499999999999
13672,2.0,61.0,104.0,93.19500000000001
13673,1.0,2.0,4.0,183.32
13675,1.0,19.0,40.0,178.38000000000002
13676,1.0,11.0,88.0,115.60000000000001
13677,1.0,16.0,74.0,277.28
13679,2.0,35.0,105.0,77.23
13680,10.0,105.0,105.0,1080.14
13681,3.0,20.0,22.0,208.12333333333333
13684,3.0,48.0,89.0,134.78333333333333
13685,3.0,8.0,8.0,595.0933333333334
13686,2.0,31.0,57.0,91.80000000000001
13689,1.0,54.0,63.0,910.0
13692,4.0,57.0,60.0,497.33000000000004
13693,7.0,51.0,104.0,236.95285714285714
13694,62.0,105.0,105.0,3114.690322580645
13695,14.0,78.0,82.0,178.86642857142857
13696,2.0,35.0,95.0,857.2
13698,1.0,12.0,97.0,267.43
13699,1.0,56.0,78.0,308.58000000000004
13700,9.0,92.0,96.0,282.5188888888889
13703,1.0,14.0,59.0,99.5
13704,6.0,11.0,12.0,300.40333333333336
13705,6.0,88.0,89.0,244.45666666666668
13706,1.0,46.0,89.0,330.79
13707,3.0,38.0,76.0,881.7866666666667
13709,11.0,99.0,99.0,660.419090909091
13710,2.0,83.0,87.0,140.76
13711,7.0,72.0,103.0,237.9657142857143
13712,1.0,52.0,87.0,228.84
13713,2.0,25.0,83.0,246.39
13715,15.0,51.0,91.0,488.2906666666667
13717,7.0,65.0,69.0,226.19
13718,1.0,7.0,42.0,192.5
13719,10.0,79.0,81.0,240.074
13720,3.0,20.0,36.0,177.9
13721,1.0,51.0,56.0,524.14
13722,5.0,73.0,92.0,994.174
13723,4.0,56.0,87.0,218.4625
13725,7.0,37.0,44.0,147.55857142857144
13726,1.0,9.0,14.0,786.98
13727,5.0,100.0,104.0,188.71
13728,15.0,99.0,104.0,181.34466666666668
13729,1.0,36.0,98.0,366.85
13730,1.0,4.0,23.0,445.85
13731,1.0,4.0,35.0,302.47
13733,1.0,47.0,105.0,337.93
13734,2.0,14.0,86.0,3208.0450000000005
13735,11.0,101.0,104.0,843.0136363636364
13736,5.0,104.0,105.0,408.326
13739,1.0,73.0,75.0,216.9
13740,4.0,71.0,105.0,321.52
13741,2.0,21.0,31.0,252.735
13742,10.0,44.0,46.0,265.089
13743,6.0,37.0,37.0,199.98000000000002
13744,1.0,29.0,42.0,263.2
13745,1.0,55.0,78.0,300.04
13747,1.0,7.0,60.0,79.6
13748,7.0,92.0,105.0,270.17857142857144
13750,10.0,81.0,88.0,328.908
13752,5.0,57.0,75.0,235.07600000000002
13753,3.0,64.0,105.0,484.1233333333333
13754,2.0,41.0,62.0,141.3
13755,6.0,9.0,9.0,274.2083333333333
13756,19.0,103.0,103.0,445.98421052631585
13758,13.0,104.0,105.0,584.553076923077
13759,1.0,5.0,10.0,99.0
13760,4.0,77.0,85.0,266.33000000000004
13761,4.0,87.0,94.0,410.0675
13762,4.0,69.0,100.0,506.28000000000003
13763,2.0,53.0,62.0,1010.48
13764,4.0,82.0,92.0,495.095
13767,47.0,105.0,105.0,695.8674468085106
13769,17.0,103.0,103.0,309.63941176470587
13770,3.0,44.0,104.0,203.67999999999998
13771,6.0,84.0,93.0,809.8766666666667
13772,6.0,88.0,93.0,422.90333333333336
13773,1.0,38.0,94.0,210.14000000000001
13777,42.0,105.0,105.0,1029.6057142857144
13778,3.0,66.0,81.0,257.26
13780,2.0,57.0,58.0,180.00500000000002
13781,2.0,67.0,103.0,232.195
13782,12.0,103.0,105.0,137.80666666666667
13783,3.0,27.0,96.0,351.07
13784,12.0,63.0,64.0,210.08666666666667
13785,2.0,5.0,66.0,231.13
13786,5.0,53.0,105.0,480.98
13787,5.0,88.0,99.0,211.632
13791,1.0,6.0,24.0,579.0
13792,2.0,51.0,60.0,97.775
13795,3.0,36.0,91.0,204.6
13797,2.0,30.0,92.0,412.48
13798,76.0,104.0,104.0,986.1167105263157
13799,8.0,76.0,92.0,303.15875
13800,2.0,61.0,105.0,600.4300000000001
13802,17.0,74.0,94.0,1520.844117647059
13803,2.0,52.0,88.0,452.69000000000005
13804,6.0,58.0,62.0,431.3983333333333
13805,1.0,11.0,18.0,424.36
13807,2.0,53.0,105.0,157.125
13808,4.0,13.0,14.0,293.55
13809,2.0,23.0,66.0,276.325
13810,1.0,4.0,8.0,228.01
13811,1.0,8.0,34.0,297.0
13812,2.0,9.0,15.0,112.13
13813,7.0,100.0,105.0,305.76000000000005
13814,2.0,62.0,75.0,789.56
13815,6.0,92.0,95.0,1008.8133333333334
13816,1.0,6.0,9.0,181.98000000000002
13817,1.0,46.0,50.0,218.28
13819,5.0,62.0,105.0,404.05
13820,2.0,37.0,97.0,212.76500000000001
13821,4.0,80.0,100.0,209.87
13822,1.0,5.0,6.0,163.62
13823,6.0,101.0,103.0,501.98333333333335
13824,11.0,87.0,91.0,292.52727272727276
13825,1.0,15.0,104.0,112.23
13827,2.0,12.0,20.0,148.53
13831,16.0,102.0,104.0,354.67375
13832,1.0,57.0,60.0,52.2
13833,1.0,35.0,58.0,383.85
13834,1.0,13.0,95.0,121.74000000000001
13835,6.0,89.0,92.0,161.8033333333333
13836,1.0,2.0,59.0,299.5
13837,1.0,15.0,45.0,157.54000000000002
13838,5.0,82.0,83.0,289.92600000000004
13842,15.0,86.0,94.0,330.34666666666664
13846,3.0,54.0,57.0,288.35333333333335
13848,7.0,91.0,104.0,362.14285714285717
13849,4.0,82.0,89.0,739.9125
13851,6.0,84.0,97.0,734.5266666666666
13854,36.0,99.0,100.0,325.44138888888887
13855,3.0,33.0,104.0,332.2966666666667
13856,10.0,64.0,88.0,103.44500000000001
13857,4.0,25.0,81.0,196.565
13859,1.0,29.0,75.0,201.16
13860,3.0,12.0,12.0,280.00666666666666
13861,1.0,15.0,76.0,144.83
13862,8.0,53.0,55.0,276.17
13863,3.0,50.0,85.0,311.6766666666667
13865,3.0,33.0,41.0,126.08666666666666
13867,2.0,27.0,31.0,433.12
13868,1.0,4.0,5.0,2685.0
13869,9.0,82.0,99.0,751.5544444444445
13870,11.0,95.0,95.0,463.68545454545455
13871,15.0,100.0,103.0,488.79
13872,2.0,28.0,103.0,333.725
13873,7.0,75.0,92.0,127.05285714285716
13874,5.0,45.0,96.0,379.76000000000005
13875,12.0,96.0,103.0,387.4816666666666
13877,2.0,86.0,98.0,147.425
13878,3.0,78.0,86.0,611.9733333333334
13880,13.0,77.0,80.0,312.9453846153846
13881,30.0,92.0,92.0,1406.4533333333334
13882,4.0,9.0,9.0,249.5925
13883,9.0,92.0,93.0,679.3355555555556
13884,7.0,66.0,67.0,225.22571428571428
13885,1.0,1.0,28.0,107.65
13888,4.0,65.0,82.0,429.65500000000003
13889,5.0,85.0,98.0,334.37
13890,11.0,105.0,105.0,246.7027272727273
13891,2.0,29.0,83.0,230.405
13892,5.0,78.0,82.0,148.482
13894,1.0,41.0,44.0,403.77
13895,5.0,101.0,105.0,635.504
13897,2.0,90.0,97.0,339.025
13898,1.0,13.0,59.0,155.93
13899,1.0,37.0,39.0,90.02
13900,5.0,63.0,89.0,270.01800000000003
13901,11.0,90.0,100.0,490.65727272727275
13902,3.0,13.0,103.0,11221.866666666669
13904,1.0,37.0,42.0,131.52
13908,3.0,28.0,39.0,624.5166666666668
13909,1.0,14.0,74.0,170.39
13911,18.0,84.0,92.0,227.43055555555554
13914,1.0,4.0,5.0,305.38
13916,3.0,30.0,96.0,303.77
13917,1.0,20.0,27.0,206.66
13918,1.0,29.0,36.0,1014.6400000000001
13919,3.0,69.0,77.0,223.8033333333333
13920,3.0,19.0,80.0,417.01
13921,3.0,46.0,103.0,209.3166666666667
13922,2.0,17.0,67.0,221.0
13924,5.0,10.0,10.0,231.964
13925,2.0,6.0,19.0,149.065
13927,1.0,52.0,62.0,348.99
13928,3.0,18.0,19.0,120.12333333333333
13929,8.0,75.0,99.0,414.3
13930,1.0,11.0,19.0,127.34
13931,7.0,92.0,105.0,577.3828571428572
13933,1.0,6.0,21.0,307.8
13935,2.0,8.0,93.0,1898.4450000000002
13936,2.0,34.0,59.0,265.74
13937,1.0,33.0,57.0,158.85
13939,6.0,84.0,87.0,232.59666666666666
13940,3.0,18.0,20.0,206.84
13941,12.0,100.0,103.0,770.5066666666667
13945,1.0,12.0,68.0,338.5
13946,5.0,94.0,105.0,319.206
13948,3.0,54.0,105.0,131.03666666666666
13949,5.0,13.0,13.0,377.884
13950,3.0,34.0,35.0,188.58333333333334
13951,2.0,17.0,42.0,230.945
13952,10.0,72.0,103.0,1159.673
13953,11.0,103.0,104.0,558.2436363636364
13954,1.0,10.0,10.0,212.51
13955,2.0,31.0,53.0,161.48000000000002
13956,4.0,38.0,39.0,225.3125
13957,2.0,35.0,94.0,177.705
13958,4.0,51.0,105.0,974.4200000000001
13959,5.0,62.0,73.0,204.304
13960,1.0,7.0,10.0,102.12
13962,2.0,59.0,62.0,84.775
13963,16.0,41.0,85.0,159.70250000000001
13964,1.0,6.0,61.0,133.25
13965,2.0,32.0,100.0,204.14999999999998
13967,1.0,35.0,56.0,80.7
13969,31.0,88.0,89.0,406.8551612903226
13970,1.0,7.0,62.0,558.0
13971,12.0,95.0,97.0,366.6958333333334
13972,1.0,19.0,29.0,44.349999999999994
13974,1.0,76.0,83.0,413.59000000000003
13975,10.0,92.0,96.0,471.24899999999997
13976,3.0,66.0,95.0,305.65000000000003
13978,1.0,4.0,6.0,37.8
13979,5.0,95.0,105.0,633.97
13980,4.0,86.0,94.0,137.98
13982,8.0,93.0,98.0,397.6925
13983,18.0,100.0,104.0,365.44111111111107
13984,10.0,100.0,104.0,163.43
13985,20.0,95.0,95.0,489.82550000000003
13987,1.0,3.0,57.0,305.08
13988,7.0,86.0,89.0,635.3714285714285
13989,4.0,71.0,80.0,416.095
13991,3.0,18.0,20.0,241.84333333333333
13992,2.0,62.0,66.0,71.8
13993,17.0,99.0,105.0,365.8211764705882
13994,5.0,21.0,21.0,397.114
13995,13.0,101.0,103.0,289.10076923076923
13996,1.0,2.0,57.0,403.38
13997,1.0,4.0,78.0,232.91
13998,2.0,18.0,82.0,151.32500000000002
13999,28.0,104.0,105.0,326.8467857142858
14000,4.0,75.0,105.0,463.58500000000004
14001,7.0,64.0,70.0,532.6114285714286
14002,1.0,3.0,22.0,304.94
14004,8.0,56.0,62.0,677.1625
14005,4.0,30.0,31.0,671.89
14006,6.0,77.0,93.0,311.00166666666667
14009,2.0,38.0,66.0,347.805
14011,1.0,19.0,87.0,165.48000000000002
14013,4.0,73.0,89.0,227.5925
14014,2.0,71.0,82.0,835.775
14016,10.0,77.0,100.0,1021.2950000000001
14019,2.0,14.0,20.0,518.66
14020,3.0,73.0,75.0,314.77666666666664
14021,6.0,62.0,84.0,235.915
14022,1.0,37.0,69.0,440.0
14023,1.0,35.0,36.0,310.93
14024,2.0,39.0,56.0,163.85
14025,7.0,17.0,83.0,546.35
14026,1.0,22.0,89.0,326.58
14029,1.0,11.0,20.0,302.46000000000004
14030,14.0,102.0,104.0,485.88214285714287
14031,38.0,104.0,105.0,960.8781578947369
14032,15.0,103.0,103.0,282.474
14034,1.0,19.0,22.0,174.98
14035,8.0,83.0,87.0,324.74875000000003
14037,5.0,79.0,104.0,123.724
14038,4.0,85.0,96.0,591.3325
14039,1.0,77.0,82.0,152.2
14040,29.0,99.0,105.0,410.0165517241379
14043,1.0,34.0,104.0,138.29
14044,8.0,94.0,98.0,354.71500000000003
14045,12.0,85.0,100.0,882.5525000000001
14047,10.0,95.0,96.0,343.98699999999997
14048,1.0,11.0,54.0,409.93
14049,9.0,86.0,88.0,1351.2833333333333
14050,1.0,11.0,15.0,260.38
14051,34.0,105.0,105.0,613.4829411764706
14052,1.0,53.0,56.0,225.36
14053,3.0,51.0,69.0,133.83333333333334
14055,2.0,88.0,103.0,623.32
14056,21.0,40.0,40.0,360.492380952381
14057,17.0,102.0,105.0,483.9482352941176
14058,1.0,10.0,76.0,147.95999999999998
14060,27.0,91.0,91.0,323.35148148148147
14061,2.0,33.0,105.0,271.5
14062,20.0,103.0,104.0,1235.602
14063,5.0,6.0,104.0,1403.788
14064,13.0,94.0,98.0,219.08384615384617
14065,2.0,6.0,61.0,290.075
14067,1.0,5.0,14.0,150.03
14068,3.0,51.0,97.0,342.98333333333335
14069,1.0,7.0,80.0,110.44
14071,6.0,38.0,38.0,199.5583333333333
14075,4.0,67.0,67.0,341.37
14077,5.0,50.0,56.0,99.884
14078,8.0,75.0,89.0,148.625
14079,1.0,79.0,97.0,375.1
14080,4.0,101.0,105.0,220.2025
14081,7.0,61.0,104.0,582.8071428571428
14082,1.0,4.0,56.0,182.25
14083,9.0,103.0,103.0,113.11333333333333
14085,25.0,104.0,104.0,371.5532
14087,2.0,105.0,105.0,297.015
14088,12.0,59.0,60.0,4278.471666666667
14091,1.0,7.0,100.0,4010.08
14092,21.0,102.0,103.0,337.7738095238095
14096,14.0,14.0,14.0,3797.214285714286
14097,1.0,23.0,92.0,290.86
14099,19.0,102.0,104.0,282.4431578947368
14101,12.0,79.0,89.0,775.4341666666666
14102,3.0,5.0,6.0,297.26
14104,4.0,58.0,80.0,145.515
14105,4.0,69.0,103.0,1335.6325000000002
14107,10.0,97.0,104.0,471.404
14108,3.0,101.0,105.0,264.21999999999997
14110,29.0,105.0,105.0,438.0306896551724
14111,3.0,32.0,34.0,199.55000000000004
14112,9.0,90.0,93.0,533.4488888888889
14113,13.0,104.0,104.0,498.52076923076925
14114,6.0,47.0,86.0,175.0566666666667
14115,1.0,24.0,95.0,504.87
14116,4.0,14.0,17.0,265.6925
14119,1.0,49.0,102.0,116.89
14121,3.0,8.0,8.0,849.0166666666668
14122,2.0,47.0,105.0,136.36
14125,2.0,10.0,11.0,712.6
14126,1.0,62.0,63.0,706.1300000000001
14127,5.0,44.0,61.0,283.392
14128,2.0,71.0,79.0,318.75
14129,7.0,83.0,83.0,311.63142857142856
14130,3.0,59.0,104.0,506.3
14132,10.0,26.0,26.0,327.91700000000003
14133,2.0,87.0,105.0,302.82
14134,9.0,50.0,104.0,1162.4655555555555
14135,22.0,105.0,105.0,368.1531818181818
14136,4.0,47.0,104.0,317.0075
14138,1.0,9.0,9.0,344.17
14139,3.0,71.0,77.0,247.49333333333334
14140,1.0,4.0,4.0,394.06
14141,3.0,15.0,15.0,209.99
14142,1.0,39.0,92.0,311.81
14145,5.0,81.0,87.0,1243.29
14146,8.0,98.0,99.0,1087.67375
14147,6.0,80.0,91.0,390.3333333333333
14148,1.0,26.0,59.0,157.2
14150,1.0,46.0,51.0,352.46000000000004
14151,1.0,6.0,102.0,327.4
14152,5.0,83.0,94.0,339.206
14154,5.0,65.0,99.0,1186.072
14156,72.0,104.0,105.0,4216.98875
14157,4.0,89.0,92.0,206.46
14159,18.0,102.0,105.0,414.21833333333336
14160,6.0,13.0,100.0,794.515
14161,6.0,73.0,104.0,415.3
14162,1.0,17.0,42.0,111.68
14163,4.0,54.0,66.0,611.4775
14164,1.0,1.0,11.0,358.0
14166,1.0,17.0,89.0,141.15
14167,7.0,92.0,97.0,160.3342857142857
14168,1.0,20.0,80.0,67.5
14169,1.0,2.0,63.0,145.2
14170,2.0,3.0,56.0,210.65499999999997
14171,1.0,90.0,104.0,363.79
14172,2.0,6.0,92.0,124.33500000000001
14173,4.0,103.0,104.0,140.6
14175,7.0,81.0,89.0,975.2742857142857
14176,3.0,12.0,54.0,192.30000000000004
14177,8.0,81.0,93.0,217.15
14178,6.0,25.0,26.0,230.48166666666665
14179,1.0,1.0,7.0,163.25
14180,30.0,77.0,78.0,202.19
14181,1.0,22.0,80.0,94.45
14182,3.0,22.0,85.0,173.82333333333335
14183,1.0,10.0,69.0,138.76
14186,4.0,31.0,92.0,336.5725
14188,5.0,40.0,44.0,331.27200000000005
14189,14.0,55.0,55.0,332.4342857142857
14191,14.0,104.0,104.0,342.98285714285714
14193,2.0,47.0,56.0,426.69500000000005
14194,24.0,100.0,100.0,749.19875
14195,4.0,61.0,90.0,452.09999999999997
14198,8.0,98.0,100.0,179.31
14199,3.0,45.0,76.0,290.34999999999997
14201,9.0,76.0,84.0,112.39888888888889
14202,2.0,35.0,89.0,303.28
14204,3.0,105.0,105.0,217.85333333333335
14205,7.0,90.0,92.0,311.65
14206,2.0,23.0,57.0,321.28
14208,1.0,66.0,79.0,151.74
14209,14.0,97.0,98.0,338.3085714285714
14210,14.0,85.0,100.0,352.04714285714283
14211,15.0,97.0,104.0,280.966
14212,1.0,50.0,63.0,1070.48
14214,4.0,35.0,39.0,91.4325
14215,8.0,103.0,104.0,353.0925
14216,4.0,59.0,59.0,459.825
14217,21.0,75.0,75.0,137.23761904761903
14219,2.0,70.0,70.0,119.095
14220,2.0,46.0,81.0,316.20000000000005
14221,13.0,81.0,87.0,467.08384615384614
14223,2.0,25.0,38.0,343.115
14224,8.0,62.0,78.0,185.1225
14225,3.0,37.0,99.0,462.5233333333333
14226,4.0,59.0,63.0,553.6975
14227,9.0,91.0,95.0,658.6811111111111
14228,2.0,16.0,78.0,332.225
14229,5.0,60.0,67.0,440.88
14230,1.0,16.0,78.0,504.3
14231,3.0,38.0,64.0,308.57
14232,4.0,32.0,38.0,338.7225
14233,6.0,85.0,92.0,413.1616666666667
14234,3.0,5.0,8.0,135.22666666666666
14235,6.0,77.0,88.0,723.9683333333332
14236,4.0,61.0,72.0,313.4025
14237,1.0,31.0,84.0,161.0
14238,2.0,59.0,105.0,137.565
14239,18.0,99.0,105.0,229.24555555555557
14240,2.0,56.0,60.0,445.17
14241,1.0,73.0,99.0,213.70000000000002
14242,1.0,13.0,46.0,142.2
14243,16.0,67.0,68.0,291.084375
14245,1.0,6.0,37.0,688.35
14246,2.0,19.0,35.0,512.21
